Domestic Overnight Trips
"Nights (000), Calendar year and Month returned from trip by Stopover state/region/SA2"
Counting: Nights (000)
,,,AAA,AAB,ABA,ABB,ACA,ADA,ADB,ADC,ADD,AEA,AEB,AEC,AED,AFA,BAA,BAB,BAC,BBA,BCA,BCB,BCC,BDA,BDB,BDC,BDD,BDE,BDF,BEA,BEB,BEC,BED,BEE,BEF,BEG,BEH,CAA,CAB,CAC,CBA,CBB,CBC,CBD,CCA,CCB,CCC,CDA,CDB,DAA,DAB,DAC,DBA,DBB,DBC,DCA,DCB,DCC,DCD,DDA,DDB,EAA,EAB,EAC,EBA,ECA,FAA,FBA,FBB,FCA,FCB,GAA,GAB,GAC,GBA,GBB,GBC,GBD
,,November,2121.985169,281.25767020000001,873.58290069999998,1325.130635,768.68212700000004,151.86370650000001,312.6773086,252.7680794,227.74466709999999,737.00862170000005,269.20737589999999,85.746388499999995,162.70353489999999,517.90524259999995,1188.362012,155.37208670000001,135.23227929999999,59.235742600000002,144.9924082,245.8315648,103.15279339999999,180.87674620000001,43.4284617,224.370935,26.309485200000001,13.123867799999999,29.290106300000001,186.03505340000001,51.285312300000001,303.94179550000001,166.2511982,35.592280700000003,86.975626899999995,118.3098087,17.048306199999999,1368.3190569999999,902.2664638,682.95868529999996,194.54280270000001,122.20173459999999,45.413541199999997,93.482802399999997,276.74077519999997,71.676324199999996,1099.225512,471.72282589999998,90.358995199999995,579.89384410000002,64.091178400000004,8.5387024999999994,79.348152799999994,150.29228879999999,28.908156200000001,26.309631400000001,31.672005899999998,26.939699300000001,36.985684599999999,114.8203688,92.301713000000007,587.08056299999998,302.92024290000001,564.32203460000005,162.31402940000001,189.3268735,249.42845389999999,51.293810700000002,132.83257739999999,59.715791600000003,28.993660500000001,192.5413614,146.14217619999999,94.343303399999996,1.4804777,2.9190358999999999,40.706302999999998,1.4664805999999999
,,December,2262.9781360000002,422.77614590000002,423.44942520000001,1263.0140650000001,975.77685529999997,104.8870283,240.40859510000001,286.21262990000002,185.4171623,514.57065539999996,183.77818769999999,97.397380600000005,137.9194037,415.10383280000002,1295.1532709999999,210.92650359999999,109.79118579999999,129.50265519999999,115.67182529999999,115.2800203,51.086281700000001,102.9151227,67.887157500000001,357.0287745,80.451874200000006,38.2740151,17.797938800000001,97.965857499999998,5.4669955999999997,244.12862390000001,140.7644736,19.764796799999999,68.538675100000006,34.088749100000001,9.6648568000000008,1050.92743,924.94387229999995,896.45521640000004,131.529256,100.47502729999999,100.88300390000001,91.755655399999995,160.49511050000001,314.27625719999998,744.99880540000004,393.6817777,367.94081840000001,788.17351770000005,13.536500500000001,1.2367702,64.832492700000003,110.5197379,2.7008013000000002,51.629815000000001,90.727726099999998,15.817921399999999,76.026535899999999,142.2772746,67.606480500000004,811.60968009999999,377.20098660000002,474.30765480000002,60.172345,339.46103040000003,272.4428838,99.930714100000003,113.1647981,69.191074700000001,22.336111200000001,74.199724799999998,7.9497149,38.286679499999998,0,7.2632259000000001,66.048533000000006,2.2969677000000002
,2000,January,3223.3330810000002,767.07677530000001,1209.8512700000001,3314.1195160000002,3171.420564,292.55087759999998,264.320154,536.1041993,386.4754896,619.43305280000004,586.03536989999998,53.425789700000003,193.52527570000001,1107.0857820000001,2640.136645,1033.977965,734.06212900000003,69.436613399999999,680.77125699999999,473.92171819999999,517.55483370000002,242.1703052,258.71945629999999,462.25289459999999,49.614014599999997,181.8129769,43.6453737,344.37585109999998,16.807328099999999,1471.9100289999999,391.22601409999999,99.787349300000002,219.66592470000001,122.58618269999999,50.6599091,2094.4934079999998,1907.9636290000001,1750.51577,506.41634979999998,133.71965309999999,413.49032039999997,224.68617169999999,275.68476679999998,406.6701984,706.43970100000001,346.27602739999998,258.21731130000001,1499.510685,87.849171799999993,5.9077498000000004,393.08690969999998,257.89883859999998,191.3321779,221.55925830000001,86.8522727,60.207260300000002,140.31776289999999,245.7417136,401.91841040000003,1512.7339569999999,503.39228350000002,1338.109774,143.6195999,245.5606951,459.597466,182.4698248,261.64617559999999,174.3015747,37.923144700000002,167.0443252,16.9507598,283.94868680000002,24.077260899999999,18.434142699999999,36.882022800000001,15.038695300000001
,,February,1512.5763039999999,181.56902909999999,478.77193629999999,1485.26747,1173.083893,149.58691730000001,202.46762709999999,130.3948091,162.1107264,324.01880199999999,249.2185581,138.5942948,127.1502014,534.52031599999998,1018.142295,302.11271599999998,266.52052909999998,38.986712400000002,165.34007829999999,164.57306019999999,167.21674379999999,301.10004229999998,57.561277699999998,124.27317119999999,57.549624700000003,42.898490199999998,70.793165900000005,133.0503971,13.506142000000001,340.3857198,281.28429180000001,37.7946046,70.276744300000004,41.512712100000002,24.787575499999999,885.11438940000005,1124.6908739999999,739.81891700000006,179.91156509999999,35.451149800000003,43.711168800000003,37.556759300000003,59.725348400000001,234.92300940000001,413.93633169999998,191.09137200000001,480.63396230000001,857.91388099999995,16.0411021,2.0254667,108.401484,121.7740087,19.224907099999999,77.369123400000007,99.8770533,6.3324702000000004,236.01415119999999,38.643191700000003,113.68503629999999,811.66528800000003,117.3520913,359.14217170000001,119.0842844,73.041291900000004,256.2845744,125.3650524,148.6813161,104.3042985,21.3039132,276.37236910000001,34.372712700000001,42.321813200000001,2.3861867000000001,3.6967618,14.428142299999999,1.6704703999999999
,,March,1865.8546200000001,112.080693,463.37088030000001,1385.626937,1023.446898,61.453948500000003,83.952199100000001,189.33918940000001,94.315924100000004,248.70814279999999,392.25095349999998,41.866630800000003,161.6069416,536.50171799999998,2141.7898989999999,207.23528049999999,105.06930560000001,39.963282200000002,196.01192839999999,192.76919620000001,123.71664579999999,169.97985550000001,56.740040700000002,127.0307305,23.475819699999999,43.013713699999997,22.428577799999999,239.9502186,30.458883700000001,414.8146395,153.62737970000001,43.396945899999999,52.844657400000003,67.1595358,39.798172600000001,1160.0785289999999,1539.731824,507.44400589999998,231.52558980000001,129.9368719,118.6895178,191.4369126,190.76197690000001,209.26164650000001,412.45049569999998,259.06142560000001,18.331837,690.9738754,21.280417400000001,18.293831999999998,119.05797680000001,145.27367419999999,24.0481838,59.904974099999997,46.108697200000002,7.2483978999999996,72.006493800000001,175.8442829,77.759194899999997,1282.588845,270.31995139999998,563.39928169999996,314.0825668,229.5348448,490.2861542,95.591084899999998,141.0448116,123.2700608,43.586732099999999,169.0444445,48.681094100000003,55.868308200000001,1.1318474000000001,16.542892500000001,78.201097099999998,2.1938171
,,April,2014.3709899999999,534.68412309999997,780.26350330000002,1348.2459469999999,1218.499515,181.9406323,385.85753629999999,256.69337949999999,123.01065509999999,508.39277559999999,300.15816100000001,70.927372000000005,212.4899289,582.0072232,1610.6634799999999,546.34772659999999,168.22307330000001,73.294240400000007,173.44916409999999,306.16473980000001,288.60221430000001,170.7465383,71.048375899999996,393.15589189999997,63.044330500000001,113.65346340000001,0,181.6267723,7.9858818999999999,588.41491840000003,230.18604120000001,99.652041999999994,141.43853960000001,141.1777548,34.618200899999998,1448.944473,1465.538053,991.20819349999999,258.38690120000001,126.5192863,184.85136589999999,115.00780899999999,180.23873850000001,247.89226260000001,347.83709950000002,352.79830340000001,443.00075870000001,579.16746639999997,73.452757899999995,15.5366514,216.30257900000001,182.88725210000001,32.970256999999997,70.406495100000001,130.1433279,29.24051,122.6756542,222.80378880000001,192.16158680000001,1008.976927,299.02749469999998,992.40521999999999,192.03900609999999,276.85441429999997,220.8494997,131.84601570000001,246.633478,113.7622542,31.679521999999999,225.37609069999999,34.974922800000002,68.331510499999993,33.7915724,18.602190700000001,49.356175999999998,6.0107489000000003
,,May,1770.4558300000001,186.43853970000001,382.59125360000002,908.45116900000005,1882.8648780000001,112.4753355,272.12764040000002,152.29985450000001,318.00530689999999,348.26260079999997,241.76595610000001,147.1842954,88.233380299999993,571.41759990000003,1278.9813429999999,76.878044399999993,123.1540706,30.464913200000002,65.633489699999998,191.7111611,45.648535299999999,49.565289399999997,66.433974800000001,588.97759989999997,45.815557200000001,22.0651057,23.479536299999999,254.91784029999999,9.0158486999999994,216.25005719999999,114.5729765,19.1476924,90.288788100000005,94.908859699999994,4.0422308999999998,989.03050259999998,937.44073309999999,632.45154939999998,307.64832749999999,294.62904150000003,72.918141000000006,115.78618350000001,61.546823699999997,275.36063109999998,569.07675619999998,270.53801729999998,323.67483329999999,630.76160519999996,18.262519699999999,38.199826700000003,62.604248499999997,63.978598300000002,30.750767199999999,24.843900300000001,76.543991800000001,30.2603975,52.998553399999999,315.81574010000003,85.570225199999996,926.01219660000004,216.66795020000001,540.54438540000001,173.13788959999999,135.45362299999999,181.57176949999999,30.866568900000001,140.42767169999999,29.5087723,35.645115199999999,111.0691726,60.2665589,49.985734100000002,30.302841399999998,38.372948200000003,54.696786400000001,2.6437007000000001
,,June,1613.0406419999999,222.81176020000001,589.65769250000005,914.26660600000002,359.43014069999998,165.20746339999999,114.298868,182.69777550000001,103.59614209999999,409.43615240000003,266.01143130000003,37.228646400000002,194.51334639999999,435.86138030000001,1339.6501639999999,136.80045509999999,111.0257874,32.898322700000001,153.30520150000001,102.1678888,102.8404621,159.09923599999999,21.065678699999999,194.86692550000001,18.474980200000001,22.940446000000001,13.5133676,183.159074,39.731084799999998,205.389984,131.02643689999999,54.204870399999997,105.100241,67.902986799999994,10.846802,1338.2474199999999,879.49325490000001,675.42234840000003,489.41854489999997,110.30018269999999,228.08040769999999,43.331337900000001,73.981033600000004,206.3478968,453.11457569999999,317.65564849999998,128.3100924,585.34563070000002,20.4874458,6.0708802999999998,172.0502946,102.8908169,2.0169212000000001,49.497626599999997,31.272121200000001,26.806546900000001,151.09204639999999,100.0271724,65.546919200000005,877.31731909999996,306.46684069999998,418.11735379999999,202.38927290000001,200.31390020000001,244.88874670000001,23.325641699999998,119.6809836,45.016175500000003,23.615242500000001,278.08930709999998,38.182838799999999,90.689167900000001,28.779663299999999,235.47737069999999,77.414067900000006,7.6946816
,,July,2224.3365119999999,253.65104160000001,421.0670513,932.25169100000005,603.07737689999999,499.77818009999999,169.40306330000001,127.2553612,108.566425,343.30660499999999,303.63520690000001,144.99021970000001,210.6026186,335.8321578,1547.0440020000001,124.5680943,162.71809150000001,69.586374800000002,120.3178578,167.7706335,115.3377119,94.7919421,46.4535926,400.3123918,67.171040599999998,33.267021499999998,6.4451863999999999,185.89879500000001,5.4645861,222.92125110000001,110.461687,29.099310500000001,59.259559000000003,60.853956599999997,15.419744100000001,1277.523195,1508.2064909999999,797.00311799999997,325.40945790000001,101.33886560000001,140.65255189999999,290.25441160000003,250.9208529,613.38766269999996,1026.229065,307.03084610000002,212.79643609999999,682.19955089999996,47.418098399999998,21.730008099999999,91.280716600000005,128.93501639999999,44.454875700000002,77.000080100000005,80.811120799999998,26.827920299999999,358.52335729999999,113.6543092,75.607648900000001,808.99582940000005,367.01071899999999,410.81038949999999,708.43471060000002,207.36085850000001,165.37509009999999,26.271924599999998,189.79287009999999,140.251679,20.601395,493.0765447,147.0883834,90.436083699999998,14.9687766,77.421830799999995,167.9267648,33.834264400000002
,,August,1690.807206,208.57616250000001,608.93129039999997,1004.630433,322.22572380000003,507.70133449999997,131.28087339999999,137.7370708,126.4975378,373.38844710000001,445.68101630000001,89.796454699999998,191.1205717,486.13389669999998,1459.847784,67.555711900000006,80.835107399999998,51.715110699999997,185.5756504,179.95811950000001,101.5921189,54.3647001,12.330426299999999,279.57749430000001,26.1058275,65.8817971,1.4701455999999999,286.19537609999998,44.604736899999999,257.10051570000002,96.584546599999996,37.790193100000003,48.659146300000003,146.2649049,37.914570500000004,1270.2002769999999,1203.059037,804.91371330000004,326.42213049999998,124.18252080000001,187.93122729999999,138.925478,119.6982007,221.99468580000001,779.86132840000005,235.7238912,316.76358349999998,625.16630699999996,57.006515999999998,8.0177949000000002,61.763495900000002,76.409193599999995,2.4985040000000001,13.304727700000001,45.1299907,9.8668879,392.09465460000001,136.8704755,32.715134900000002,489.92397369999998,301.04708979999998,302.49946419999998,531.06725930000005,124.8159452,202.519679,17.639802400000001,69.658895700000002,38.661678700000003,16.135776100000001,637.32422770000005,44.534544799999999,70.071039499999998,19.594926399999999,64.482708900000006,266.04103730000003,26.200779399999998
,,September,3256.5878339999999,193.3418929,666.83546569999999,1500.7752969999999,680.86975259999997,426.49463559999998,261.23661120000003,285.28446989999998,153.6574119,446.64900230000001,272.06123559999997,354.73120340000003,214.71257299999999,447.64970310000001,1150.560107,201.29349970000001,127.3896127,26.939565600000002,73.388467800000001,182.54747190000001,69.873418299999997,217.54621760000001,100.2642113,420.99567430000002,31.0994335,27.181552499999999,21.9491373,187.2223237,14.239205399999999,233.17409129999999,108.8675212,27.622230699999999,89.737011899999999,50.486376499999999,71.514586499999993,1700.8341089999999,1615.4618390000001,1186.3310570000001,277.36102419999997,83.455531399999998,187.2954594,165.15444429999999,194.62441949999999,598.81017989999998,1623.1554430000001,302.24870850000002,450.10967849999997,442.74749389999999,42.597349999999999,47.548453199999997,46.448107800000002,73.797797500000001,4.3029707999999998,34.087421599999999,101.03432359999999,40.071139100000003,440.73303229999999,197.37754770000001,98.715893699999995,536.99338869999997,426.39665109999999,376.47280869999997,331.71072229999999,324.63493069999998,350.00887929999999,79.407945299999994,86.202263099999996,121.50079789999999,50.678805199999999,468.92905020000001,82.301511099999999,118.1633702,34.494058000000003,54.159731899999997,183.15230170000001,14.435868299999999
,,October,3353.6840179999999,325.80630839999998,654.90639499999997,1629.6128799999999,794.69309399999997,250.915999,191.54294490000001,272.42622929999999,237.69530499999999,425.76184819999997,583.69742910000002,119.2165708,130.51551760000001,525.97574629999997,1716.2542149999999,97.015336300000001,85.515653099999994,46.309533000000002,157.0722189,424.60363330000001,79.364958400000006,149.9623369,48.941942400000002,229.43484960000001,43.991654799999999,21.908641200000002,33.874751500000002,337.71601450000003,13.9902637,387.72903309999998,157.27569249999999,85.466555200000002,133.9881785,103.9952012,47.8966505,1086.6216449999999,1657.9892480000001,1023.057844,446.66842709999997,159.9696247,309.85639090000001,238.81355149999999,172.71328299999999,430.94102650000002,1099.0543029999999,158.58543359999999,424.81873450000001,703.88014989999999,83.050004400000006,19.8721177,143.87516260000001,102.155811,20.285125600000001,101.42224640000001,81.422026500000001,52.159619399999997,230.49416719999999,121.93289179999999,109.7768799,1323.3301839999999,310.18974919999999,606.7017247,392.93472359999998,295.74023649999998,338.06962479999999,27.085307,224.8974777,139.6706514,67.265573500000002,291.69455420000003,99.226748499999999,115.6922126,50.768373699999998,31.564991200000001,123.123689,36.901725399999997
